mass,961.9
size,293.8,204.1,326.1
Average Velocity,15.43
Velocity Stdev,8.473
Straight Factor,0.00598
Frame Z Position Stdev,0.59


Time(s),Path(x),Path(y),Path(z),Pos(x),Pos(y),Pos(z),force(x),force(y),force(z)
18.2,-2.169,-0.1509,-0.2573,-1.983,0.002323,0.261,-0.1637,-0.0009579,0.1436
18.23,-2.09,-0.1475,-0.2572,-1.99,0.002385,0.2605,-0.133,-0.0009282,0.1331
18.25,-2.012,-0.1435,-0.2571,-1.998,0.002415,0.2602,-0.1024,-0.0008491,0.123
18.27,-1.933,-0.1379,-0.2571,-2.004,0.002455,0.2601,-0.08233,0.00172,0.1258
18.3,-1.854,-0.1327,-0.257,-2.009,0.002492,0.2602,-0.07798,0.002367,0.1452
18.32,-1.775,-0.1285,-0.257,-2.014,0.002515,0.2602,-0.06053,0.002561,0.1426
18.35,-1.696,-0.125,-0.2569,-2.017,0.002526,0.2603,-0.04309,0.002706,0.144
18.38,-1.617,-0.122,-0.257,-2.02,0.002546,0.2604,-0.03227,0.002314,0.1456
18.4,-1.539,-0.1191,-0.257,-2.023,0.002574,0.2605,-0.03237,0.001694,0.1546
18.43,-1.46,-0.116,-0.2571,-2.026,0.002589,0.2607,-0.03671,0.0006435,0.1814
18.45,-1.382,-0.1127,-0.2572,-2.03,0.002606,0.2608,-0.04075,-0.0004426,0.2082
18.48,-1.304,-0.1091,-0.2573,-2.033,0.002638,0.2609,-0.04447,-0.001542,0.2345
18.5,-1.225,-0.1052,-0.2572,-2.037,0.002674,0.261,-0.04798,-0.002704,0.2606
18.52,-1.147,-0.1012,-0.2571,-2.042,0.002696,0.261,-0.04676,-0.006396,0.2762
18.55,-1.068,-0.0969,-0.257,-2.046,0.002731,0.2611,-0.04469,-0.009201,0.2802
18.57,-0.99,-0.09249,-0.2571,-2.051,0.002755,0.2611,-0.04542,-0.01115,0.2995
18.6,-0.9115,-0.08774,-0.2569,-2.056,0.002721,0.2611,-0.04245,-0.01148,0.2898
18.63,-0.833,-0.08272,-0.2567,-2.061,0.00272,0.2611,-0.04004,-0.01109,0.2788
18.65,-0.7542,-0.07769,-0.2565,-2.066,0.002764,0.2609,-0.03758,-0.01083,0.2711
18.68,-0.6755,-0.07264,-0.256,-2.071,0.002793,0.2606,-0.0349,-0.01064,0.2639
18.7,-0.5968,-0.06769,-0.2554,-2.076,0.002832,0.2601,-0.0322,-0.01048,0.2572
18.73,-0.5181,-0.06325,-0.2546,-2.081,0.002875,0.2594,-0.02921,-0.01034,0.251
18.75,-0.4395,-0.0598,-0.2544,-2.085,0.002876,0.2593,-0.02617,-0.01015,0.2444
18.77,-0.3607,-0.05821,-0.2546,-2.087,0.002888,0.2596,-0.02377,-0.00999,0.2384
18.8,-0.282,-0.05755,-0.2546,-2.087,0.002899,0.2597,-0.02234,-0.009841,0.2329
18.82,-0.2034,-0.05742,-0.2545,-2.087,0.002927,0.2596,-0.02207,-0.009667,0.2276
18.85,-0.125,-0.05739,-0.2544,-2.087,0.002918,0.2596,-0.02357,-0.01079,0.2421
18.88,-0.04664,-0.05725,-0.2541,-2.088,0.002916,0.2593,-0.02357,-0.01181,0.2503
18.9,0.03161,-0.0571,-0.2534,-2.088,0.002912,0.2589,-0.0221,-0.01229,0.2517
18.93,0.1098,-0.05699,-0.2525,-2.089,0.002907,0.2587,-0.01897,-0.01149,0.2345
18.95,0.1879,-0.05705,-0.2513,-2.091,0.002923,0.259,-0.0143,-0.01059,0.2138
18.98,0.2658,-0.05757,-0.2499,-2.093,0.002942,0.2592,-0.01247,-0.009441,0.1878
19,0.3437,-0.05877,-0.2484,-2.096,0.002941,0.2595,-0.01107,-0.008229,0.1624
19.02,0.4218,-0.06072,-0.2469,-2.1,0.002956,0.2599,-0.009653,-0.006991,0.1373
19.05,0.4998,-0.06345,-0.2452,-2.104,0.003005,0.2602,-0.007554,-0.005734,0.1122
19.07,0.5776,-0.06693,-0.2435,-2.108,0.003044,0.2606,-0.004596,-0.004432,0.08695
19.1,0.6554,-0.07114,-0.2417,-2.113,0.003067,0.2609,-0.001516,-0.003117,0.06205
19.13,0.7336,-0.07594,-0.2397,-2.118,0.003128,0.2612,0.001361,-0.001808,0.03711
19.15,0.8116,-0.08127,-0.2376,-2.124,0.003214,0.2613,0.002978,-0.0005207,0.01243
19.18,0.8895,-0.08703,-0.2354,-2.129,0.003321,0.2614,0.002462,-0.0002923,0.004818
19.2,0.9677,-0.09316,-0.2331,-2.135,0.003377,0.2614,7.647e-05,-5.541e-05,2.735e-05
19.23,1.046,-0.09954,-0.2307,-2.141,0.003455,0.2613,-1.024e-06,5.651e-08,-0.000101
19.25,1.124,-0.1061,-0.2283,-2.146,0.003534,0.2613,-3.16e-06,-9.287e-09,-9.95e-05
19.27,1.202,-0.1127,-0.2262,-2.152,0.003601,0.2611,-5.111e-06,-3.578e-08,-9.83e-05
19.3,1.28,-0.1194,-0.2243,-2.158,0.003687,0.2609,-7.298e-06,-1.014e-07,-9.715e-05
19.32,1.359,-0.126,-0.223,-2.163,0.00378,0.2608,-9.12e-06,-8.63e-08,-9.596e-05
19.35,1.437,-0.1327,-0.2224,-2.168,0.003848,0.2607,-9.955e-06,-6.817e-08,-9.435e-05
19.38,1.516,-0.1392,-0.2226,-2.173,0.003901,0.2607,-1.058e-05,4.668e-08,-9.291e-05
19.4,1.594,-0.1456,-0.2238,-2.177,0.003907,0.2608,-1.021e-05,1.84e-07,-9.151e-05
19.43,1.673,-0.1519,-0.2258,-2.182,0.003903,0.2609,-9.637e-06,8.709e-08,-9e-05
19.45,1.751,-0.158,-0.2285,-2.186,0.003916,0.2609,-8.354e-06,2.769e-08,-8.867e-05
19.48,1.83,-0.164,-0.2317,-2.19,0.003939,0.2609,-6.323e-06,9.123e-08,-8.868e-05
19.5,1.908,-0.1697,-0.2349,-2.194,0.003965,0.261,-3.937e-06,3.563e-08,-8.928e-05
19.52,1.987,-0.175,-0.2378,-2.197,0.00399,0.261,-9.86e-07,5.643e-08,-9.042e-05
19.55,2.065,-0.1799,-0.2403,-2.201,0.004016,0.261,2.732e-06,1.155e-07,-9.179e-05
19.57,2.144,-0.1843,-0.2424,-2.205,0.004044,0.261,6.28e-06,4.776e-08,-9.291e-05
19.6,2.222,-0.1879,-0.2442,-2.208,0.004065,0.2609,9.653e-06,1.028e-07,-9.448e-05
19.63,2.301,-0.1906,-0.2459,-2.212,0.004039,0.2609,1.343e-05,6.08e-08,-9.549e-05
19.65,2.379,-0.1926,-0.2474,-2.216,0.004047,0.2608,1.726e-05,-8.765e-08,-9.648e-05
19.68,2.457,-0.1938,-0.2489,-2.22,0.004059,0.2608,2.137e-05,6.898e-09,-9.704e-05
19.7,2.535,-0.1945,-0.2502,-2.224,0.00405,0.2606,2.536e-05,3.885e-08,-9.707e-05
19.73,2.613,-0.1949,-0.2514,-2.229,0.004059,0.2602,-2.107e-05,-6.956e-08,0.0007486
19.75,2.692,-0.195,-0.2524,-2.234,0.004103,0.2598,-0.0002267,-2.99e-05,0.003535
19.77,2.77,-0.1949,-0.2533,-2.237,0.004149,0.2604,-0.0004584,-9.42e-05,0.00596
19.8,2.849,-0.1946,-0.254,-2.239,0.004199,0.2608,-0.0009549,-0.0002507,0.01016
19.82,2.927,-0.1939,-0.2546,-2.241,0.004212,0.261,-0.002699,-0.0006318,0.02268
19.85,3.006,-0.1928,-0.2551,-2.241,0.004247,0.2608,-0.01089,0.003232,0.03822
19.88,3.084,-0.1914,-0.2556,-2.242,0.004252,0.2605,-0.02246,0.004338,0.05777
19.9,-3.12,-0.1898,-0.2559,-2.242,0.004256,0.2602,-0.03978,0.004304,0.0784
19.93,-3.042,-0.188,-0.2562,-2.243,0.00423,0.2598,-0.06352,0.003861,0.09862
19.95,-2.964,-0.1863,-0.2563,-2.244,0.004193,0.2595,-0.09261,0.003379,0.1181
19.98,-2.886,-0.1846,-0.2562,-2.246,0.004214,0.2596,-0.1221,0.002818,0.1355
20,-2.808,-0.1821,-0.2563,-2.248,0.004242,0.2596,-0.1513,0.002268,0.1504
20.02,-2.73,-0.179,-0.2564,-2.251,0.004274,0.2598,-0.1746,0.001857,0.1619
20.05,-2.652,-0.1752,-0.2566,-2.255,0.004296,0.2601,-0.1837,0.002619,0.1652
20.07,-2.574,-0.1708,-0.2569,-2.259,0.004339,0.2604,-0.2013,0.003089,0.1668
20.1,-2.497,-0.1663,-0.2572,-2.265,0.004411,0.2606,-0.2157,-0.001213,0.1699
20.13,-2.418,-0.1615,-0.2575,-2.27,0.004451,0.2609,-0.2259,-0.003258,0.1723
20.15,-2.34,-0.1573,-0.2577,-2.277,0.004549,0.2611,-0.225,-0.00473,0.179
20.18,-2.262,-0.1531,-0.2576,-2.283,0.004662,0.2611,-0.2083,-0.005794,0.187
20.2,-2.183,-0.1493,-0.2576,-2.29,0.004696,0.2609,-0.1801,-0.005534,0.1732
20.23,-2.105,-0.1448,-0.2575,-2.297,0.004708,0.2609,-0.1515,-0.005157,0.1605
20.25,-2.026,-0.1394,-0.2575,-2.304,0.004724,0.2606,-0.1253,-0.003126,0.1553
20.27,-1.947,-0.1335,-0.2571,-2.31,0.004728,0.2604,-0.1061,-0.0008028,0.1662
20.3,-1.868,-0.1283,-0.2569,-2.315,0.004745,0.2604,-0.1021,0.001843,0.1882
20.32,-1.789,-0.1238,-0.2569,-2.32,0.004814,0.2604,-0.08477,0.00241,0.1822
20.35,-1.71,-0.12,-0.2569,-2.324,0.004873,0.2605,-0.06596,0.002911,0.1857
20.38,-1.631,-0.1166,-0.2569,-2.327,0.004918,0.2606,-0.04818,0.003265,0.1917
20.4,-1.552,-0.1135,-0.257,-2.331,0.004968,0.2607,-0.03548,0.003907,0.1957
20.43,-1.474,-0.1101,-0.257,-2.334,0.00501,0.2608,-0.03164,0.004425,0.1996
20.45,-1.395,-0.1066,-0.257,-2.338,0.005052,0.2609,-0.03349,0.003624,0.2261
20.48,-1.316,-0.1031,-0.2571,-2.341,0.005106,0.261,-0.03503,0.002729,0.253
20.5,-1.238,-0.09923,-0.257,-2.345,0.00515,0.261,-0.03348,0.000195,0.2724
20.52,-1.159,-0.09523,-0.2569,-2.349,0.005199,0.2611,-0.03029,-0.002735,0.2787
20.55,-1.08,-0.09138,-0.2569,-2.354,0.005265,0.261,-0.02534,-0.007105,0.2804
20.57,-1.002,-0.08725,-0.2567,-2.358,0.005289,0.261,-0.02319,-0.008914,0.3027
20.6,-0.9228,-0.08296,-0.2565,-2.362,0.005303,0.261,-0.01874,-0.01013,0.3102
20.63,-0.8441,-0.07863,-0.2566,-2.367,0.005371,0.261,-0.01366,-0.01071,0.3112
20.65,-0.7653,-0.07387,-0.2562,-2.372,0.005458,0.2608,-0.008128,-0.01108,0.3085
20.68,-0.6862,-0.06914,-0.2558,-2.377,0.005519,0.2605,-0.004762,-0.01016,0.2863
20.7,-0.6071,-0.06502,-0.2553,-2.382,0.005582,0.2601,-0.001416,-0.009313,0.2705
20.73,-0.5284,-0.06113,-0.2547,-2.386,0.005654,0.2596,0.00418,-0.009029,0.2601
20.75,-0.4497,-0.05822,-0.2542,-2.391,0.005728,0.2593,0.01216,-0.009019,0.2482
20.77,-0.371,-0.0577,-0.2543,-2.393,0.005745,0.2598,0.01474,-0.008237,0.2208
20.8,-0.2924,-0.05809,-0.2546,-2.395,0.005743,0.2601,0.01788,-0.007526,0.1958
20.82,-0.2138,-0.05864,-0.2549,-2.396,0.00574,0.2601,0.02455,-0.007347,0.1815
20.85,-0.1353,-0.05855,-0.2548,-2.396,0.00574,0.26,0.02699,-0.001468,0.1735
20.88,-0.057,-0.05828,-0.2545,-2.396,0.005742,0.2597,0.03244,0.001819,0.1677
20.9,0.02133,-0.05766,-0.2537,-2.397,0.005767,0.2593,0.0386,0.00291,0.1625
20.93,0.09949,-0.05685,-0.2526,-2.397,0.005792,0.259,0.04503,0.001767,0.1738
20.95,0.1775,-0.05626,-0.2511,-2.398,0.005814,0.2591,0.05107,0.0002146,0.1719
20.98,0.2556,-0.05639,-0.2495,-2.4,0.005823,0.2593,0.04786,0.001011,0.15
21,0.3334,-0.05749,-0.248,-2.403,0.005856,0.2595,0.04157,0.002084,0.1299
21.02,0.4112,-0.05952,-0.2465,-2.406,0.005916,0.2598,0.04011,0.002384,0.1261
21.05,0.4891,-0.06248,-0.2451,-2.41,0.005977,0.2601,0.03764,0.002791,0.12
21.07,0.5669,-0.06625,-0.2436,-2.414,0.006022,0.2605,0.03088,0.003765,0.1038
21.1,0.6449,-0.07067,-0.242,-2.419,0.006062,0.2609,0.02776,-0.0009649,0.08229
21.13,0.7228,-0.07563,-0.2403,-2.424,0.006121,0.2611,0.02119,-0.003079,0.05908
21.15,0.801,-0.08105,-0.2383,-2.429,0.006191,0.2613,0.01321,-0.002944,0.03555
21.18,0.8791,-0.08681,-0.2361,-2.435,0.006292,0.2614,0.006596,-0.00173,0.01443
21.2,0.9572,-0.09286,-0.2337,-2.44,0.006438,0.2614,1.254e-07,-2.693e-07,-0.0001026
21.23,1.035,-0.09911,-0.2313,-2.445,0.006564,0.2614,-1.541e-06,1.583e-07,-0.0001008
21.25,1.114,-0.1055,-0.2288,-2.451,0.006634,0.2613,-3.875e-06,7.397e-08,-9.985e-05
21.27,1.192,-0.1119,-0.2265,-2.456,0.006687,0.2613,-6.381e-06,5.628e-08,-9.878e-05
21.3,1.27,-0.1184,-0.2245,-2.461,0.006743,0.2611,-8.478e-06,-4.845e-08,-9.767e-05
21.32,1.348,-0.1249,-0.2231,-2.466,0.006813,0.261,-1.015e-05,-1.109e-07,-9.642e-05
21.35,1.426,-0.1314,-0.2224,-2.471,0.006897,0.261,-1.088e-05,-1.261e-07,-9.482e-05
21.38,1.504,-0.1378,-0.2225,-2.475,0.006994,0.261,-1.081e-05,-1.288e-07,-9.322e-05
21.4,1.583,-0.1442,-0.2236,-2.48,0.007078,0.261,-1.011e-05,-5.89e-08,-9.161e-05
21.43,1.661,-0.1506,-0.2255,-2.485,0.007125,0.2611,-8.708e-06,1.559e-07,-8.998e-05
21.45,1.74,-0.1568,-0.2281,-2.489,0.00714,0.2611,-7.012e-06,1.776e-07,-8.92e-05
21.48,1.818,-0.1629,-0.2312,-2.494,0.00717,0.261,-4.985e-06,6.033e-08,-8.84e-05
21.5,1.897,-0.1688,-0.2344,-2.498,0.007197,0.261,-2.635e-06,-3.573e-08,-8.901e-05
21.52,1.975,-0.1743,-0.2374,-2.502,0.007242,0.261,1.354e-07,-5.015e-08,-9.007e-05
21.55,2.054,-0.1794,-0.2399,-2.506,0.007281,0.261,3.197e-06,-3.942e-08,-9.122e-05
21.57,2.133,-0.1839,-0.2421,-2.51,0.007308,0.2609,6.503e-06,2.859e-08,-9.296e-05
21.6,2.211,-0.1875,-0.2439,-2.514,0.00732,0.2609,9.565e-06,7.392e-08,-9.436e-05
21.63,2.289,-0.1904,-0.2456,-2.517,0.007344,0.2609,1.283e-05,5.16e-08,-9.572e-05
21.65,2.368,-0.1924,-0.2472,-2.521,0.007385,0.2607,1.599e-05,-1.427e-09,-9.693e-05
21.68,2.446,-0.1936,-0.2487,-2.525,0.007419,0.2607,1.96e-05,-9.585e-08,-9.746e-05
21.7,2.524,-0.1944,-0.2501,-2.529,0.007454,0.2606,2.346e-05,-8.458e-08,-9.737e-05
21.73,2.603,-0.1948,-0.2513,-2.533,0.007477,0.2602,-2.188e-05,5.729e-07,0.0008021
21.75,2.681,-0.1949,-0.2523,-2.538,0.007513,0.2598,-0.0002342,-1.602e-05,0.003845
21.77,2.759,-0.1949,-0.2532,-2.541,0.007565,0.2602,-0.0004887,-7.595e-05,0.006652
21.8,2.838,-0.1946,-0.2539,-2.543,0.007612,0.2606,-0.001002,-0.000209,0.01117
21.82,2.916,-0.1939,-0.2545,-2.545,0.007632,0.2607,-0.002859,-0.0005837,0.02516
21.85,2.995,-0.1929,-0.2551,-2.546,0.007653,0.2607,-0.011,0.004057,0.04264
21.88,3.073,-0.1916,-0.2555,-2.546,0.007668,0.2606,-0.02044,0.005604,0.06476
21.9,-3.131,-0.1899,-0.2559,-2.547,0.007662,0.2602,-0.03414,0.005891,0.08869
21.93,-3.053,-0.1881,-0.2562,-2.548,0.007673,0.2597,-0.05385,0.005672,0.1132
21.95,-2.975,-0.1865,-0.2562,-2.549,0.007696,0.2596,-0.07765,0.005121,0.137
21.98,-2.898,-0.1847,-0.2562,-2.551,0.007713,0.2597,-0.1014,0.004462,0.159
22,-2.82,-0.1823,-0.2563,-2.553,0.007737,0.2598,-0.1248,0.003784,0.1785
22.02,-2.742,-0.1792,-0.2564,-2.556,0.007779,0.26,-0.1481,0.003136,0.198
22.05,-2.664,-0.1756,-0.2566,-2.56,0.007811,0.2602,-0.1588,0.003021,0.2044
22.07,-2.586,-0.1713,-0.2568,-2.564,0.007867,0.2605,-0.1691,0.00337,0.2032
22.1,-2.507,-0.1665,-0.2572,-2.569,0.007929,0.2608,-0.179,-0.001659,0.2043
22.13,-2.429,-0.1614,-0.2574,-2.574,0.007998,0.261,-0.1898,-0.003821,0.2037
22.15,-2.351,-0.1566,-0.2576,-2.58,0.008055,0.2612,-0.1966,-0.004774,0.2034
22.18,-2.273,-0.1521,-0.2578,-2.585,0.008127,0.2613,-0.1949,-0.005393,0.2053
22.2,-2.194,-0.1479,-0.2578,-2.591,0.008219,0.2613,-0.1845,-0.005937,0.2121
22.23,-2.116,-0.144,-0.2577,-2.597,0.008288,0.2612,-0.1679,-0.006392,0.2245
22.25,-2.037,-0.1402,-0.2577,-2.602,0.008356,0.2612,-0.1449,-0.005863,0.2075
22.27,-1.959,-0.1363,-0.2576,-2.607,0.008435,0.2611,-0.1235,-0.005667,0.2023
22.3,-1.88,-0.132,-0.2575,-2.612,0.00848,0.261,-0.1153,-0.006246,0.2191
22.32,-1.802,-0.1275,-0.2574,-2.617,0.008521,0.261,-0.1139,0.001871,0.2335
22.35,-1.723,-0.1235,-0.2574,-2.621,0.008582,0.261,-0.09884,0.003588,0.2264
22.38,-1.645,-0.1195,-0.2573,-2.625,0.00863,0.2611,-0.08195,0.004501,0.2255
22.4,-1.566,-0.1155,-0.2573,-2.629,0.008666,0.2612,-0.06503,0.004747,0.2297
22.43,-1.488,-0.1114,-0.2573,-2.633,0.008715,0.2612,-0.0503,0.004864,0.2338
22.45,-1.409,-0.1074,-0.2572,-2.637,0.00876,0.2613,-0.03997,0.005123,0.2345
22.48,-1.331,-0.1034,-0.2572,-2.642,0.008817,0.2612,-0.03536,0.005345,0.2313
22.5,-1.252,-0.0991,-0.2571,-2.646,0.008873,0.2612,-0.03644,0.004599,0.2574
22.52,-1.173,-0.0949,-0.2569,-2.65,0.008923,0.2612,-0.03573,0.004205,0.2712
22.55,-1.095,-0.09095,-0.2568,-2.655,0.008976,0.2611,-0.03361,0.004108,0.2743
22.57,-1.016,-0.08696,-0.2565,-2.659,0.009026,0.261,-0.0229,-0.004918,0.2773
22.6,-0.937,-0.08316,-0.2562,-2.663,0.009063,0.2608,-0.01978,-0.007172,0.295
22.63,-0.8583,-0.07948,-0.256,-2.666,0.009092,0.2606,-0.01578,-0.008399,0.3032
22.65,-0.7796,-0.076,-0.2559,-2.67,0.009127,0.2605,-0.01284,-0.00768,0.2824
22.68,-0.7011,-0.07226,-0.2555,-2.674,0.009153,0.2602,-0.01005,-0.007003,0.2698
22.7,-0.6226,-0.06848,-0.255,-2.678,0.009191,0.2599,-0.007134,-0.006587,0.2608
22.73,-0.5439,-0.06477,-0.2546,-2.682,0.009244,0.2595,-0.004367,-0.00629,0.253
22.75,-0.4653,-0.06158,-0.2543,-2.685,0.0093,0.2592,-0.002013,-0.006058,0.2464
22.77,-0.3867,-0.05993,-0.2545,-2.687,0.009318,0.2595,0.0001006,-0.005855,0.2407
22.8,-0.3081,-0.05915,-0.2546,-2.688,0.009322,0.2597,0.001747,-0.005642,0.2349
22.82,-0.2296,-0.0588,-0.2546,-2.689,0.009341,0.2597,0.002616,-0.005422,0.2297
22.85,-0.1511,-0.05853,-0.2544,-2.689,0.009326,0.2596,0.00304,-0.005211,0.225
22.88,-0.07272,-0.05822,-0.2541,-2.689,0.009333,0.2594,0.003102,-0.004982,0.221
22.9,0.005409,-0.05779,-0.2537,-2.69,0.009355,0.259,0.0043,-0.005964,0.2386
22.93,0.08356,-0.05715,-0.2528,-2.691,0.009375,0.259,0.00565,-0.006487,0.2429
22.95,0.1613,-0.05676,-0.2516,-2.692,0.0094,0.2592,0.006852,-0.005625,0.223
22.98,0.2395,-0.05702,-0.2502,-2.694,0.009422,0.2595,0.007078,-0.004775,0.1996
23,0.3175,-0.05805,-0.2488,-2.697,0.009449,0.2598,0.006548,-0.004094,0.1745
23.02,0.3953,-0.05985,-0.2473,-2.7,0.009489,0.26,0.005814,-0.003392,0.1492
23.05,0.4732,-0.06244,-0.2457,-2.704,0.009537,0.2603,0.005052,-0.002682,0.1242
23.07,0.5515,-0.06576,-0.2441,-2.708,0.009591,0.2606,0.004316,-0.001966,0.09929
23.1,0.6296,-0.06978,-0.2424,-2.712,0.009634,0.2609,0.003616,-0.001253,0.07467
23.13,0.708,-0.07445,-0.2405,-2.717,0.009703,0.2611,0.00298,-0.000553,0.04995
23.15,0.7862,-0.07968,-0.2384,-2.722,0.009769,0.2613,0.002386,0.0001306,0.02539
23.18,0.8645,-0.08536,-0.2362,-2.726,0.009832,0.2614,0.001578,0.0006973,0.003168
23.2,0.9428,-0.09138,-0.2339,-2.731,0.0099,0.2615,0.0004808,0.0002552,0.0007434
23.23,1.021,-0.09766,-0.2315,-2.736,0.009958,0.2615,-2.47e-06,1.12e-08,-0.0001008
23.25,1.1,-0.1041,-0.2292,-2.74,0.009999,0.2614,-4.759e-06,-8.291e-10,-9.956e-05
23.27,1.178,-0.1106,-0.2269,-2.744,0.01005,0.2613,-6.758e-06,-4.898e-08,-9.848e-05
23.3,1.256,-0.1172,-0.225,-2.749,0.01011,0.2613,-8.374e-06,-4.008e-08,-9.745e-05
23.32,1.335,-0.1237,-0.2236,-2.753,0.01016,0.2612,-9.646e-06,-1.246e-08,-9.594e-05
23.35,1.413,-0.1302,-0.2228,-2.758,0.01023,0.2611,-9.848e-06,-7.95e-08,-9.505e-05
23.38,1.491,-0.1366,-0.2228,-2.763,0.01033,0.2612,-9.599e-06,-9.64e-08,-9.34e-05
23.4,1.57,-0.1431,-0.2237,-2.768,0.01041,0.2612,-8.901e-06,-5.167e-08,-9.179e-05
23.43,1.648,-0.1494,-0.2254,-2.773,0.01047,0.2612,-7.476e-06,-1.68e-08,-9.044e-05
23.45,1.727,-0.1557,-0.2278,-2.778,0.01054,0.2612,-5.817e-06,-3.955e-08,-8.954e-05
23.48,1.806,-0.1619,-0.2307,-2.783,0.01059,0.2612,-3.703e-06,7.905e-09,-8.865e-05
23.5,1.884,-0.1678,-0.2339,-2.787,0.01063,0.2611,-1.46e-06,-4.827e-08,-8.936e-05
23.52,1.963,-0.1734,-0.2369,-2.792,0.0107,0.261,1.047e-06,-7.302e-09,-9.024e-05
23.55,2.042,-0.1785,-0.2395,-2.796,0.01075,0.261,3.348e-06,9.782e-10,-9.156e-05
23.57,2.121,-0.1831,-0.2417,-2.8,0.01078,0.2609,6.029e-06,-8.049e-08,-9.331e-05
23.6,2.2,-0.187,-0.2436,-2.803,0.01081,0.2608,8.487e-06,5.422e-08,-9.423e-05
23.63,2.278,-0.19,-0.2453,-2.807,0.01084,0.2607,1.133e-05,4.266e-08,-9.561e-05
23.65,2.357,-0.1922,-0.2469,-2.81,0.01087,0.2606,1.439e-05,1.64e-08,-9.672e-05
23.68,2.435,-0.1935,-0.2485,-2.814,0.01091,0.2606,1.803e-05,-5.369e-08,-9.758e-05
23.7,2.514,-0.1944,-0.2499,-2.818,0.01098,0.2603,2.18e-05,-4.686e-08,-9.772e-05
23.73,2.592,-0.1948,-0.2511,-2.822,0.01102,0.2601,-3.942e-05,1.048e-05,0.00124
23.75,2.67,-0.1949,-0.2522,-2.826,0.01104,0.2597,-0.0002479,5.089e-05,0.004444
23.77,2.749,-0.1949,-0.2531,-2.829,0.01109,0.26,-0.0005213,5.928e-05,0.007583
23.8,2.827,-0.1947,-0.2538,-2.831,0.01113,0.2603,-0.001456,3.154e-05,0.01608
23.82,2.906,-0.194,-0.2545,-2.832,0.01116,0.2603,-0.006166,0.002505,0.03282
23.85,2.985,-0.193,-0.255,-2.833,0.01118,0.2604,-0.01434,0.006014,0.0542
23.88,3.063,-0.1917,-0.2555,-2.833,0.01119,0.2602,-0.02467,0.007355,0.07932
23.9,3.141,-0.1901,-0.2559,-2.834,0.0112,0.2599,-0.03905,0.007812,0.1063
23.93,-3.064,-0.1886,-0.256,-2.835,0.01123,0.2597,-0.05736,0.00784,0.1339
23.95,-2.986,-0.1872,-0.256,-2.837,0.01123,0.2597,-0.0759,0.00769,0.1612
23.98,-2.908,-0.1852,-0.2561,-2.839,0.01125,0.2598,-0.09423,0.007462,0.1867

