mass,911.4
size,265.7,204.2,304.7
Average Velocity,9.877
Velocity Stdev,19.547
Straight Factor,0.001897
Frame Z Position Stdev,3.019


Time(s),Path(x),Path(y),Path(z),Pos(x),Pos(y),Pos(z),force(x),force(y),force(z)
22.35,-2.477,-0.1562,-0.1916,1.691,0.001691,0.2335,6.888e-05,9.986e-09,-6.784e-05
22.38,-2.399,-0.1528,-0.1917,1.702,0.00172,0.2336,6.852e-05,3.726e-09,-6.784e-05
22.4,-2.321,-0.1494,-0.1919,1.713,0.001745,0.2334,6.795e-05,5.837e-08,-6.817e-05
22.43,-2.243,-0.1459,-0.1923,1.725,0.001749,0.2332,6.745e-05,4.735e-08,-6.787e-05
22.45,-2.164,-0.1425,-0.1928,1.737,0.001757,0.2327,6.725e-05,6.394e-08,-6.761e-05
22.48,-2.086,-0.1389,-0.1935,1.75,0.001776,0.2319,6.697e-05,7.919e-09,-6.564e-05
22.5,-2.007,-0.1354,-0.1942,1.761,0.001791,0.2309,6.88e-05,3.434e-08,-6.415e-05
22.52,-1.927,-0.1318,-0.1951,1.771,0.001809,0.2296,7.04e-05,1.349e-08,-6.195e-05
22.55,-1.848,-0.1281,-0.1961,1.779,0.001831,0.2285,7.242e-05,-2.075e-08,-6.075e-05
22.57,-1.769,-0.1245,-0.1973,1.785,0.001896,0.2276,7.378e-05,-1.736e-07,-5.925e-05
22.6,-1.69,-0.1209,-0.1986,1.79,0.002006,0.227,7.576e-05,-1.231e-07,-5.945e-05
22.63,-1.611,-0.1172,-0.2,1.794,0.0021,0.2265,7.63e-05,3.6e-08,-5.887e-05
22.65,-1.533,-0.1135,-0.2014,1.797,0.00206,0.226,7.774e-05,-1.338e-08,-5.791e-05
22.68,-1.454,-0.1098,-0.2028,1.798,0.002148,0.2252,7.895e-05,-2.363e-07,-5.777e-05
22.7,-1.376,-0.1061,-0.2044,1.797,0.002251,0.2246,7.939e-05,-7.962e-08,-5.861e-05
22.73,-1.297,-0.1024,-0.206,1.795,0.002279,0.224,7.855e-05,2.08e-08,-6.033e-05
22.75,-1.219,-0.09879,-0.2077,1.793,0.002268,0.2235,7.653e-05,4.874e-08,-6.426e-05
22.77,-1.14,-0.09513,-0.2094,1.789,0.002253,0.2233,7.379e-05,2.1e-08,-6.706e-05
22.8,-1.061,-0.09155,-0.211,1.785,0.002254,0.2228,7.009e-05,3.472e-08,-6.972e-05
22.82,-0.9823,-0.08807,-0.2126,1.78,0.002262,0.2218,3.432e-05,1.776e-06,0.0005394
22.85,-0.9033,-0.08468,-0.2142,1.775,0.002254,0.2208,-0.0002233,0.000636,0.01185
22.88,-0.8245,-0.0813,-0.2157,1.77,0.00225,0.2197,0.002522,0.0008286,0.03756
22.9,-0.7462,-0.07623,-0.2155,1.765,0.002253,0.2198,0.004697,0.004014,0.06531
22.93,-0.6681,-0.07188,-0.2161,1.76,0.002241,0.2206,0.01036,0.004876,0.09257
22.95,-0.5898,-0.06831,-0.2171,1.756,0.002222,0.2218,0.01721,0.005215,0.1194
22.98,-0.5117,-0.0655,-0.2184,1.753,0.002221,0.223,0.02545,0.005273,0.1466
23,-0.4336,-0.0629,-0.2194,1.75,0.002213,0.2242,0.03435,0.005231,0.1722
23.02,-0.3554,-0.06082,-0.2203,1.748,0.002211,0.2252,0.0436,0.005158,0.1968
23.05,-0.2772,-0.05923,-0.2209,1.746,0.002199,0.226,0.05323,0.005047,0.221
23.07,-0.1989,-0.05842,-0.2217,1.745,0.002213,0.2266,0.06399,0.004909,0.2448
23.1,-0.1205,-0.05795,-0.2223,1.744,0.002214,0.2274,0.06739,0.004582,0.2419
23.13,-0.04237,-0.05878,-0.2231,1.745,0.002215,0.2282,0.06919,0.00484,0.2299
23.15,0.03578,-0.0608,-0.2237,1.747,0.002208,0.2288,0.07381,0.001809,0.2205
23.18,0.1138,-0.06407,-0.2247,1.75,0.002222,0.2295,0.07615,0.0009668,0.2138
23.2,0.1916,-0.0682,-0.2253,1.754,0.002229,0.2303,0.07818,0.0005574,0.2088
23.23,0.2696,-0.07339,-0.2261,1.759,0.002236,0.2311,0.0791,0.0003987,0.2034
23.25,0.3472,-0.07962,-0.2268,1.765,0.002249,0.2318,0.07939,0.0003232,0.1999
23.27,0.425,-0.08684,-0.2274,1.772,0.002259,0.2324,0.07925,0.0002845,0.1976
23.3,0.5024,-0.09495,-0.2279,1.781,0.002282,0.2328,0.07863,0.0002764,0.1961
23.32,0.5804,-0.1038,-0.2283,1.79,0.002296,0.233,0.07658,0.0002521,0.1951
23.35,0.6583,-0.1132,-0.2285,1.8,0.002312,0.2332,0.08134,-0.0002324,0.2099
23.38,0.7364,-0.1227,-0.2285,1.81,0.002324,0.2331,0.08135,-0.0009505,0.2201
23.4,0.8141,-0.1319,-0.2285,1.822,0.002338,0.233,0.07098,-0.001343,0.2259
23.43,0.8923,-0.1408,-0.2284,1.834,0.002359,0.2327,0.05718,-0.001402,0.2162
23.45,0.9708,-0.1497,-0.2279,1.846,0.002393,0.2321,0.04598,-0.001339,0.198
23.48,1.05,-0.1589,-0.2273,1.858,0.002417,0.2313,0.03425,-0.001269,0.1797
23.5,1.128,-0.1681,-0.2265,1.869,0.002442,0.2303,0.01961,-0.001225,0.1642
23.52,1.208,-0.1769,-0.2255,1.878,0.002459,0.2291,0.001555,0.00256,0.1572
23.55,1.287,-0.1842,-0.2246,1.886,0.002478,0.2279,-0.0219,0.004775,0.154
23.57,1.366,-0.1899,-0.2238,1.892,0.002488,0.227,-0.04809,0.005721,0.1516
23.6,1.445,-0.1942,-0.2233,1.896,0.002495,0.2262,-0.07492,0.006121,0.1504
23.63,1.524,-0.1972,-0.2228,1.899,0.002502,0.2256,-0.09903,0.006364,0.1494
23.65,1.603,-0.1998,-0.2223,1.901,0.002505,0.225,-0.113,0.006459,0.1506
23.68,1.681,-0.2026,-0.2213,1.901,0.0025,0.2244,-0.1157,0.00636,0.1714
23.7,1.76,-0.2053,-0.2201,1.9,0.002484,0.2241,-0.114,0.006386,0.1718
23.73,1.838,-0.2079,-0.2186,1.897,0.00247,0.2236,-0.112,0.006457,0.1712
23.75,1.917,-0.21,-0.2169,1.894,0.002473,0.2236,-0.1067,0.006539,0.1654
23.77,1.996,-0.2115,-0.2151,1.89,0.002462,0.2234,-0.09779,0.002866,0.1501
23.8,2.074,-0.2123,-0.2133,1.885,0.002434,0.2227,-0.08334,0.0007706,0.1305
23.82,2.153,-0.2124,-0.2117,1.88,0.002438,0.2218,-0.06584,-1.479e-05,0.1096
23.85,2.232,-0.2117,-0.2102,1.875,0.002421,0.2208,-0.04691,-0.0002372,0.08747
23.88,2.311,-0.2105,-0.2087,1.87,0.002402,0.2194,-0.02735,-0.0002124,0.06464
23.9,2.39,-0.2089,-0.2074,1.864,0.002386,0.2187,-0.009791,-7.006e-05,0.03925
23.93,2.468,-0.2069,-0.2062,1.86,0.00239,0.2194,-0.001363,6.836e-05,0.007578
23.95,2.546,-0.2048,-0.2048,1.856,0.002368,0.2206,-0.0007194,5.006e-05,0.003594
23.98,2.624,-0.2026,-0.2035,1.852,0.002363,0.222,-0.0001312,9.483e-06,0.0007323

