mass,4008
size,298.8,145.5,326.9
Average Velocity,67.138
Velocity Stdev,17.961
Straight Factor,0.000555
Frame Z Position Stdev,0.44


Time(s),Path(x),Path(y),Path(z),Pos(x),Pos(y),Pos(z),force(x),force(y),force(z)
23.57,3.037,-0.2009,-0.2539,-12.01,0.006007,0.2612,0.002728,-0.001606,0.02466
23.6,-2.818,-0.1912,-0.2549,-12.02,0.006138,0.2616,-0.003453,-0.0006242,0.02339
23.63,-2.441,-0.1743,-0.2553,-12.04,0.005924,0.261,-0.01564,0.003471,0.04615
23.65,-2.128,-0.1554,-0.2563,-12.06,0.005872,0.2614,-0.04029,0.006514,0.08032
23.68,-1.861,-0.1382,-0.257,-12.07,0.005894,0.2614,-0.07255,0.005334,0.1217
23.7,-1.616,-0.1212,-0.2568,-12.09,0.00586,0.2617,-0.1035,0.002352,0.1664
23.73,-1.374,-0.1052,-0.2564,-12.11,0.005763,0.2617,-0.1309,-0.001504,0.2121
23.75,-1.092,-0.0896,-0.256,-12.12,0.005549,0.2616,-0.1551,-0.005701,0.258
23.77,-0.7571,-0.07364,-0.2553,-12.14,0.005476,0.2617,-0.1718,-0.009171,0.294
23.8,-0.3642,-0.05936,-0.2544,-12.16,0.005717,0.2613,-0.1752,-0.009917,0.3046
23.82,0.06617,-0.05223,-0.2521,-12.17,0.006268,0.261,-0.1688,-0.01116,0.3127
23.85,0.4799,-0.05535,-0.2453,-12.19,0.006228,0.2611,-0.1668,-0.01086,0.3046
23.88,0.8259,-0.06992,-0.2336,-12.21,0.005736,0.2604,-0.1546,-0.01495,0.2819
23.9,1.112,-0.09107,-0.2212,-12.22,0.005572,0.2612,-0.13,-0.018,0.2477
23.93,1.361,-0.1141,-0.2126,-12.24,0.00553,0.2613,-0.0977,-0.01682,0.2063
23.95,1.595,-0.1375,-0.2119,-12.26,0.005452,0.2616,-0.06674,-0.01384,0.1617
23.98,1.852,-0.1608,-0.2205,-12.27,0.005213,0.2616,-0.03933,-0.009979,0.1159

